"Species","Year","Rate","PARAMETER","param.descr","value"
"WEFL",2010,229.963128277023,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.1
"WEFL",2010,229.963128277023,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.26
"WEFL",2010,229.963128277023,"PS","Surface Pressure (kPa) ",98.75
"WEFL",2010,229.963128277023,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.94
"WEFL",2010,229.963128277023,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.62
"WEFL",2010,229.963128277023,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.43
"WEFL",2010,229.963128277023,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.73
"WEFL",2010,229.963128277023,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"WEFL",2010,229.963128277023,"WS10M","Wind Speed at 10 Meters (m/s) ",2.96
"WEFL",2010,229.963128277023,NA,"Populationpersons",1786079
"WEFL",2010,229.963128277023,NA,"Percapitapersonalincome",61330
"WEFL",2010,229.963128277023,NA,"Farmproprietorsincome",81441
"WEFL",2010,229.963128277023,NA,"Nonfarmproprietorsincome",9032788
"WEFL",2010,229.963128277023,NA,"Farmproprietorsemployment",849
"WEFL",2010,229.963128277023,NA,"Nonfarmproprietorsemployment",221813
"WEFL",2011,144.836794610408,"PRECTOT","Precipitation (mm day-1) ",491.5
"WEFL",2011,144.836794610408,"RH2M","Relative Humidity at 2 Meters (%) ",71.22
"WEFL",2011,144.836794610408,"T2M","Temperature at 2 Meters (C) ",12.99
"WEFL",2011,144.836794610408,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.07
"WEFL",2011,144.836794610408,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",7.76
"WEFL",2011,144.836794610408,"PS","Surface Pressure (kPa) ",98.86
"WEFL",2011,144.836794610408,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.93
"WEFL",2011,144.836794610408,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.59
"WEFL",2011,144.836794610408,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.38
"WEFL",2011,144.836794610408,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.72
"WEFL",2011,144.836794610408,"WS2M","Wind Speed at 2 Meters (m/s) ",1.69
"WEFL",2011,144.836794610408,"WS10M","Wind Speed at 10 Meters (m/s) ",2.95
"WEFL",2011,144.836794610408,NA,"Populationpersons",1812166
"WEFL",2011,144.836794610408,NA,"Percapitapersonalincome",66406
"WEFL",2011,144.836794610408,NA,"Farmproprietorsincome",69231
"WEFL",2011,144.836794610408,NA,"Nonfarmproprietorsincome",9665331
"WEFL",2011,144.836794610408,NA,"Farmproprietorsemployment",837
"WEFL",2011,144.836794610408,NA,"Nonfarmproprietorsemployment",227959
"WEFL",2012,298.146655730445,"PRECTOT","Precipitation (mm day-1) ",625.06
"WEFL",2012,298.146655730445,"RH2M","Relative Humidity at 2 Meters (%) ",66.86
"WEFL",2012,298.146655730445,"T2M","Temperature at 2 Meters (C) ",13.82
"WEFL",2012,298.146655730445,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.4
"WEFL",2012,298.146655730445,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.17
"WEFL",2012,298.146655730445,"PS","Surface Pressure (kPa) ",98.85
"WEFL",2012,298.146655730445,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.96
"WEFL",2012,298.146655730445,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.72
"WEFL",2012,298.146655730445,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.59
"WEFL",2012,298.146655730445,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.75
"WEFL",2012,298.146655730445,"WS2M","Wind Speed at 2 Meters (m/s) ",1.77
"WEFL",2012,298.146655730445,"WS10M","Wind Speed at 10 Meters (m/s) ",3.07
"WEFL",2012,298.146655730445,NA,"Populationpersons",1838370
"WEFL",2012,298.146655730445,NA,"Percapitapersonalincome",72792
"WEFL",2012,298.146655730445,NA,"Farmproprietorsincome",94360
"WEFL",2012,298.146655730445,NA,"Nonfarmproprietorsincome",10271124
"WEFL",2012,298.146655730445,NA,"Farmproprietorsemployment",820
"WEFL",2012,298.146655730445,NA,"Nonfarmproprietorsemployment",228762
"WEFL",2013,320.538940048353,"PRECTOT","Precipitation (mm day-1) ",120.46
"WEFL",2013,320.538940048353,"RH2M","Relative Humidity at 2 Meters (%) ",63.67
"WEFL",2013,320.538940048353,"T2M","Temperature at 2 Meters (C) ",14.04
"WEFL",2013,320.538940048353,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.97
"WEFL",2013,320.538940048353,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.25
"WEFL",2013,320.538940048353,"PS","Surface Pressure (kPa) ",98.88
"WEFL",2013,320.538940048353,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.91
"WEFL",2013,320.538940048353,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.57
"WEFL",2013,320.538940048353,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.36
"WEFL",2013,320.538940048353,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.67
"WEFL",2013,320.538940048353,"WS2M","Wind Speed at 2 Meters (m/s) ",1.67
"WEFL",2013,320.538940048353,"WS10M","Wind Speed at 10 Meters (m/s) ",2.91
"WEFL",2013,320.538940048353,NA,"Populationpersons",1867302
"WEFL",2013,320.538940048353,NA,"Percapitapersonalincome",72927
"WEFL",2013,320.538940048353,NA,"Farmproprietorsincome",105915
"WEFL",2013,320.538940048353,NA,"Nonfarmproprietorsincome",10035449
"WEFL",2013,320.538940048353,NA,"Farmproprietorsemployment",834
"WEFL",2013,320.538940048353,NA,"Nonfarmproprietorsemployment",233578
"WEFL",2014,286.502744100958,"PRECTOT","Precipitation (mm day-1) ",559.98
"WEFL",2014,286.502744100958,"RH2M","Relative Humidity at 2 Meters (%) ",65.03
"WEFL",2014,286.502744100958,"T2M","Temperature at 2 Meters (C) ",15.67
"WEFL",2014,286.502744100958,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",23.41
"WEFL",2014,286.502744100958,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",10.01
"WEFL",2014,286.502744100958,"PS","Surface Pressure (kPa) ",98.81
"WEFL",2014,286.502744100958,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"WEFL",2014,286.502744100958,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.57
"WEFL",2014,286.502744100958,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.33
"WEFL",2014,286.502744100958,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.61
"WEFL",2014,286.502744100958,"WS2M","Wind Speed at 2 Meters (m/s) ",1.63
"WEFL",2014,286.502744100958,"WS10M","Wind Speed at 10 Meters (m/s) ",2.84
"WEFL",2014,286.502744100958,NA,"Populationpersons",1892984
"WEFL",2014,286.502744100958,NA,"Percapitapersonalincome",79055
"WEFL",2014,286.502744100958,NA,"Farmproprietorsincome",115041
"WEFL",2014,286.502744100958,NA,"Nonfarmproprietorsincome",10592419
"WEFL",2014,286.502744100958,NA,"Farmproprietorsemployment",800
"WEFL",2014,286.502744100958,NA,"Nonfarmproprietorsemployment",238672
"WEFL",2015,522.843578519021,"PRECTOT","Precipitation (mm day-1) ",302.7
"WEFL",2015,522.843578519021,"RH2M","Relative Humidity at 2 Meters (%) ",67.94
"WEFL",2015,522.843578519021,"T2M","Temperature at 2 Meters (C) ",15.1
"WEFL",2015,522.843578519021,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",22.42
"WEFL",2015,522.843578519021,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.76
"WEFL",2015,522.843578519021,"PS","Surface Pressure (kPa) ",98.83
"WEFL",2015,522.843578519021,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"WEFL",2015,522.843578519021,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.51
"WEFL",2015,522.843578519021,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.24
"WEFL",2015,522.843578519021,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.6
"WEFL",2015,522.843578519021,"WS2M","Wind Speed at 2 Meters (m/s) ",1.62
"WEFL",2015,522.843578519021,"WS10M","Wind Speed at 10 Meters (m/s) ",2.81
"WEFL",2015,522.843578519021,NA,"Populationpersons",1917481
"WEFL",2015,522.843578519021,NA,"Percapitapersonalincome",86188
"WEFL",2015,522.843578519021,NA,"Farmproprietorsincome",195080
"WEFL",2015,522.843578519021,NA,"Nonfarmproprietorsincome",11082780
"WEFL",2015,522.843578519021,NA,"Farmproprietorsemployment",798
"WEFL",2015,522.843578519021,NA,"Nonfarmproprietorsemployment",250472
"WEFL",2016,251.958224543081,"PRECTOT","Precipitation (mm day-1) ",643.39
"WEFL",2016,251.958224543081,"RH2M","Relative Humidity at 2 Meters (%) ",70.72
"WEFL",2016,251.958224543081,"T2M","Temperature at 2 Meters (C) ",14.55
"WEFL",2016,251.958224543081,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.6
"WEFL",2016,251.958224543081,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.24
"WEFL",2016,251.958224543081,"PS","Surface Pressure (kPa) ",98.86
"WEFL",2016,251.958224543081,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"WEFL",2016,251.958224543081,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.61
"WEFL",2016,251.958224543081,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.42
"WEFL",2016,251.958224543081,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"WEFL",2016,251.958224543081,"WS2M","Wind Speed at 2 Meters (m/s) ",1.69
"WEFL",2016,251.958224543081,"WS10M","Wind Speed at 10 Meters (m/s) ",2.95
"WEFL",2016,251.958224543081,NA,"Populationpersons",1929581
"WEFL",2016,251.958224543081,NA,"Percapitapersonalincome",92505
"WEFL",2016,251.958224543081,NA,"Farmproprietorsincome",184309
"WEFL",2016,251.958224543081,NA,"Nonfarmproprietorsincome",11798880
"WEFL",2016,251.958224543081,NA,"Farmproprietorsemployment",774
"WEFL",2016,251.958224543081,NA,"Nonfarmproprietorsemployment",254901
"WEFL",2017,321.420270269574,"PRECTOT","Precipitation (mm day-1) ",716.61
"WEFL",2017,321.420270269574,"RH2M","Relative Humidity at 2 Meters (%) ",67.4
"WEFL",2017,321.420270269574,"T2M","Temperature at 2 Meters (C) ",14.75
"WEFL",2017,321.420270269574,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.92
"WEFL",2017,321.420270269574,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.37
"WEFL",2017,321.420270269574,"PS","Surface Pressure (kPa) ",98.81
"WEFL",2017,321.420270269574,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"WEFL",2017,321.420270269574,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.6
"WEFL",2017,321.420270269574,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.42
"WEFL",2017,321.420270269574,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.68
"WEFL",2017,321.420270269574,"WS2M","Wind Speed at 2 Meters (m/s) ",1.68
"WEFL",2017,321.420270269574,"WS10M","Wind Speed at 10 Meters (m/s) ",2.95
"WEFL",2017,321.420270269574,NA,"Populationpersons",1933383
"WEFL",2017,321.420270269574,NA,"Percapitapersonalincome",100177
"WEFL",2017,321.420270269574,NA,"Farmproprietorsincome",166661
"WEFL",2017,321.420270269574,NA,"Nonfarmproprietorsincome",13496231
"WEFL",2017,321.420270269574,NA,"Farmproprietorsemployment",767
"WEFL",2017,321.420270269574,NA,"Nonfarmproprietorsemployment",263510
"WIWA",1996,126.220004403023,"PRECTOT","Precipitation (mm day-1) ",847.76
"WIWA",1996,126.220004403023,"RH2M","Relative Humidity at 2 Meters (%) ",68.96
"WIWA",1996,126.220004403023,"T2M","Temperature at 2 Meters (C) ",14.56
"WIWA",1996,126.220004403023,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.84
"WIWA",1996,126.220004403023,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.01
"WIWA",1996,126.220004403023,"PS","Surface Pressure (kPa) ",98.8
"WIWA",1996,126.220004403023,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.9
"WIWA",1996,126.220004403023,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.68
"WIWA",1996,126.220004403023,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.56
"WIWA",1996,126.220004403023,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"WIWA",1996,126.220004403023,"WS2M","Wind Speed at 2 Meters (m/s) ",1.71
"WIWA",1996,126.220004403023,"WS10M","Wind Speed at 10 Meters (m/s) ",3.01
"WIWA",1996,126.220004403023,NA,"Populationpersons",1608695
"WIWA",1996,126.220004403023,NA,"Percapitapersonalincome",34005
"WIWA",1996,126.220004403023,NA,"Farmproprietorsincome",30198
"WIWA",1996,126.220004403023,NA,"Nonfarmproprietorsincome",4126742
"WIWA",1996,126.220004403023,NA,"Farmproprietorsemployment",1140
"WIWA",1996,126.220004403023,NA,"Nonfarmproprietorsemployment",176001
"WIWA",1997,83.3573787310442,"PRECTOT","Precipitation (mm day-1) ",498.01
"WIWA",1997,83.3573787310442,"RH2M","Relative Humidity at 2 Meters (%) ",68.92
"WIWA",1997,83.3573787310442,"T2M","Temperature at 2 Meters (C) ",14.59
"WIWA",1997,83.3573787310442,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",22.01
"WIWA",1997,83.3573787310442,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.98
"WIWA",1997,83.3573787310442,"PS","Surface Pressure (kPa) ",98.81
"WIWA",1997,83.3573787310442,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",1
"WIWA",1997,83.3573787310442,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.78
"WIWA",1997,83.3573787310442,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.71
"WIWA",1997,83.3573787310442,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.89
"WIWA",1997,83.3573787310442,"WS2M","Wind Speed at 2 Meters (m/s) ",1.81
"WIWA",1997,83.3573787310442,"WS10M","Wind Speed at 10 Meters (m/s) ",3.17
"WIWA",1997,83.3573787310442,NA,"Populationpersons",1637414
"WIWA",1997,83.3573787310442,NA,"Percapitapersonalincome",37053
"WIWA",1997,83.3573787310442,NA,"Farmproprietorsincome",46862
"WIWA",1997,83.3573787310442,NA,"Nonfarmproprietorsincome",4835677
"WIWA",1997,83.3573787310442,NA,"Farmproprietorsemployment",1160
"WIWA",1997,83.3573787310442,NA,"Nonfarmproprietorsemployment",174912
"WIWA",1998,178.018139823109,"PRECTOT","Precipitation (mm day-1) ",899.91
"WIWA",1998,178.018139823109,"RH2M","Relative Humidity at 2 Meters (%) ",74.22
"WIWA",1998,178.018139823109,"T2M","Temperature at 2 Meters (C) ",13.37
"WIWA",1998,178.018139823109,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",19.71
"WIWA",1998,178.018139823109,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.5
"WIWA",1998,178.018139823109,"PS","Surface Pressure (kPa) ",98.77
"WIWA",1998,178.018139823109,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"WIWA",1998,178.018139823109,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.67
"WIWA",1998,178.018139823109,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.51
"WIWA",1998,178.018139823109,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.73
"WIWA",1998,178.018139823109,"WS2M","Wind Speed at 2 Meters (m/s) ",1.72
"WIWA",1998,178.018139823109,"WS10M","Wind Speed at 10 Meters (m/s) ",3.01
"WIWA",1998,178.018139823109,NA,"Populationpersons",1658960
"WIWA",1998,178.018139823109,NA,"Percapitapersonalincome",39600
"WIWA",1998,178.018139823109,NA,"Farmproprietorsincome",48424
"WIWA",1998,178.018139823109,NA,"Nonfarmproprietorsincome",5172508
"WIWA",1998,178.018139823109,NA,"Farmproprietorsemployment",1161
"WIWA",1998,178.018139823109,NA,"Nonfarmproprietorsemployment",182029
"WIWA",1999,92.1658986175115,"PRECTOT","Precipitation (mm day-1) ",457.46
"WIWA",1999,92.1658986175115,"RH2M","Relative Humidity at 2 Meters (%) ",67.86
"WIWA",1999,92.1658986175115,"T2M","Temperature at 2 Meters (C) ",13.3
"WIWA",1999,92.1658986175115,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.82
"WIWA",1999,92.1658986175115,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",7.79
"WIWA",1999,92.1658986175115,"PS","Surface Pressure (kPa) ",98.92
"WIWA",1999,92.1658986175115,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.97
"WIWA",1999,92.1658986175115,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.62
"WIWA",1999,92.1658986175115,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.44
"WIWA",1999,92.1658986175115,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.78
"WIWA",1999,92.1658986175115,"WS2M","Wind Speed at 2 Meters (m/s) ",1.74
"WIWA",1999,92.1658986175115,"WS10M","Wind Speed at 10 Meters (m/s) ",3.03
"WIWA",1999,92.1658986175115,NA,"Populationpersons",1671498
"WIWA",1999,92.1658986175115,NA,"Percapitapersonalincome",44124
"WIWA",1999,92.1658986175115,NA,"Farmproprietorsincome",48078
"WIWA",1999,92.1658986175115,NA,"Nonfarmproprietorsincome",5242916
"WIWA",1999,92.1658986175115,NA,"Farmproprietorsemployment",1141
"WIWA",1999,92.1658986175115,NA,"Nonfarmproprietorsemployment",175794
"WIWA",2000,119.726533731231,"PRECTOT","Precipitation (mm day-1) ",560.49
"WIWA",2000,119.726533731231,"RH2M","Relative Humidity at 2 Meters (%) ",70.42
"WIWA",2000,119.726533731231,"T2M","Temperature at 2 Meters (C) ",13.78
"WIWA",2000,119.726533731231,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.94
"WIWA",2000,119.726533731231,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.47
"WIWA",2000,119.726533731231,"PS","Surface Pressure (kPa) ",98.87
"WIWA",2000,119.726533731231,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.94
"WIWA",2000,119.726533731231,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.58
"WIWA",2000,119.726533731231,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.36
"WIWA",2000,119.726533731231,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.75
"WIWA",2000,119.726533731231,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"WIWA",2000,119.726533731231,"WS10M","Wind Speed at 10 Meters (m/s) ",2.97
"WIWA",2000,119.726533731231,NA,"Populationpersons",1684947
"WIWA",2000,119.726533731231,NA,"Percapitapersonalincome",54686
"WIWA",2000,119.726533731231,NA,"Farmproprietorsincome",134262
"WIWA",2000,119.726533731231,NA,"Nonfarmproprietorsincome",5835942
"WIWA",2000,119.726533731231,NA,"Farmproprietorsemployment",1123
"WIWA",2000,119.726533731231,NA,"Nonfarmproprietorsemployment",172999
"WIWA",2001,114.355144139112,"PRECTOT","Precipitation (mm day-1) ",628.37
"WIWA",2001,114.355144139112,"RH2M","Relative Humidity at 2 Meters (%) ",68.31
"WIWA",2001,114.355144139112,"T2M","Temperature at 2 Meters (C) ",14.06
"WIWA",2001,114.355144139112,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.47
"WIWA",2001,114.355144139112,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.49
"WIWA",2001,114.355144139112,"PS","Surface Pressure (kPa) ",98.81
"WIWA",2001,114.355144139112,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.95
"WIWA",2001,114.355144139112,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.7
"WIWA",2001,114.355144139112,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.57
"WIWA",2001,114.355144139112,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.75
"WIWA",2001,114.355144139112,"WS2M","Wind Speed at 2 Meters (m/s) ",1.75
"WIWA",2001,114.355144139112,"WS10M","Wind Speed at 10 Meters (m/s) ",3.04
"WIWA",2001,114.355144139112,NA,"Populationpersons",1688082
"WIWA",2001,114.355144139112,NA,"Percapitapersonalincome",51385
"WIWA",2001,114.355144139112,NA,"Farmproprietorsincome",90187
"WIWA",2001,114.355144139112,NA,"Nonfarmproprietorsincome",8373294
"WIWA",2001,114.355144139112,NA,"Farmproprietorsemployment",1025
"WIWA",2001,114.355144139112,NA,"Nonfarmproprietorsemployment",163085
"WIWA",2002,143.588976559982,"PRECTOT","Precipitation (mm day-1) ",490.39
"WIWA",2002,143.588976559982,"RH2M","Relative Humidity at 2 Meters (%) ",68.08
"WIWA",2002,143.588976559982,"T2M","Temperature at 2 Meters (C) ",13.85
"WIWA",2002,143.588976559982,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.27
"WIWA",2002,143.588976559982,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.39
"WIWA",2002,143.588976559982,"PS","Surface Pressure (kPa) ",98.87
"WIWA",2002,143.588976559982,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.96
"WIWA",2002,143.588976559982,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.59
"WIWA",2002,143.588976559982,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.38
"WIWA",2002,143.588976559982,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.76
"WIWA",2002,143.588976559982,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"WIWA",2002,143.588976559982,"WS10M","Wind Speed at 10 Meters (m/s) ",2.96
"WIWA",2002,143.588976559982,NA,"Populationpersons",1669348
"WIWA",2002,143.588976559982,NA,"Percapitapersonalincome",48667
"WIWA",2002,143.588976559982,NA,"Farmproprietorsincome",62487
"WIWA",2002,143.588976559982,NA,"Nonfarmproprietorsincome",9089287
"WIWA",2002,143.588976559982,NA,"Farmproprietorsemployment",948
"WIWA",2002,143.588976559982,NA,"Nonfarmproprietorsemployment",167524
"WIWA",2003,235.58323799839,"PRECTOT","Precipitation (mm day-1) ",452.78
"WIWA",2003,235.58323799839,"RH2M","Relative Humidity at 2 Meters (%) ",69.45
"WIWA",2003,235.58323799839,"T2M","Temperature at 2 Meters (C) ",14.4
"WIWA",2003,235.58323799839,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.57
"WIWA",2003,235.58323799839,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.02
"WIWA",2003,235.58323799839,"PS","Surface Pressure (kPa) ",98.82
"WIWA",2003,235.58323799839,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.91
"WIWA",2003,235.58323799839,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.58
"WIWA",2003,235.58323799839,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.37
"WIWA",2003,235.58323799839,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"WIWA",2003,235.58323799839,"WS2M","Wind Speed at 2 Meters (m/s) ",1.66
"WIWA",2003,235.58323799839,"WS10M","Wind Speed at 10 Meters (m/s) ",2.91
"WIWA",2003,235.58323799839,NA,"Populationpersons",1663592
"WIWA",2003,235.58323799839,NA,"Percapitapersonalincome",49182
"WIWA",2003,235.58323799839,NA,"Farmproprietorsincome",51772
"WIWA",2003,235.58323799839,NA,"Nonfarmproprietorsincome",8707737
"WIWA",2003,235.58323799839,NA,"Farmproprietorsemployment",891
"WIWA",2003,235.58323799839,NA,"Nonfarmproprietorsemployment",180965
"WIWA",2004,65.7089479736828,"PRECTOT","Precipitation (mm day-1) ",454.93
